Name,Native,Status,12/01/1989,09/10/2002,14/10/2010,01/10/2021,Oblast
Zaprudnja [Zaprudnya],Запрудня,Urban Settlement,Taldom,"12,621","12,855","15,189",moscow
Zarajsk [Zaraysk],Зарайск,City,Zarajsk,"25,093","24,645","20,736",moscow
Zarečje [Zarechye],Заречье,Urban Settlement,Odincovskij,"5,110","6,270","10,649",moscow
Žavoronki [Zhavoronki],Жаворонки,Village,Odincovskij,"2,923","3,407","5,979",moscow
Zelenogradskij [Zelenogradsky],Зеленоградский,Urban Settlement,Puškinskij,"2,173","2,548","5,521",moscow
Žilëvo [Zhilyovo],Жилёво,Urban Settlement,Stupino,"2,468","2,472","1,932",moscow
Žukovskij [Zhukovsky],Жуковский,City,Žukovskij,"101,328","104,736","111,222",moscow
Zvenigorod,Звенигород,City,Odincovskij,"12,155","16,395","35,842",moscow
Zvëzdnyj Gorodok [Zvyozdny Gorodok],Звёздный городок,Urban Settlement,Zvëzdnyj Gorodok,...,"6,332","7,738",moscow
Alakurtti,Алакуртти,Village,Kandalakšskij Rajon,"6,671","3,424","5,533",murmansk
Apatity,Апатиты,City,Apatity,"64,405","59,672","49,647",murmansk
Gadžijevo [Gadzhiyevo],Гаджиево,City,Aleksandrovsk,"12,180","11,068","9,297",murmansk
Kandalakša [Kandalaksha],Кандалакша,City,Kandalakšskij Rajon,"40,564","35,654","29,138",murmansk
Kil'dinstroj [Kildinstroy],Кильдинстрой,Urban Settlement,Kol'skij Rajon,"2,861","2,063","2,244",murmansk
Kirovsk,Кировск,City,Kirovsk,"31,593","28,625","24,857",murmansk
Kola,Кола,City,Kol'skij Rajon,"11,060","10,437","9,016",murmansk
Kovdor,Ковдор,City,Kovdorskij Rajon,"20,867","18,820","15,770",murmansk
Moločnyj [Molochny],Молочный,Urban Settlement,Kol'skij Rajon,"5,627","5,208","4,194",murmansk
Mončegorsk [Monchegorsk],Мончегорск,City,Mončegorsk,"52,242","45,361","39,962",murmansk
Murmansk,Мурманск,City,Murmansk,"345,595","315,953","270,384",murmansk
Murmaši [Murmashi],Мурмаши,Urban Settlement,Kol'skij Rajon,"16,343","14,152","9,568",murmansk
Nikel',Никель,Urban Settlement,Pečengskij Rajon,"16,534","12,756","9,858",murmansk
Olenegorsk,Оленегорск,City,Olenegorsk,"25,166","23,072","21,438",murmansk
Ostrovnoj [Ostrovnoy],Островной,City,Ostrovnoj,"5,032","2,171","1,487",murmansk
Pečenga [Pechenga],Печенга,Urban Settlement,Pečengskij Rajon,"2,959","3,188","2,206",murmansk
Poljarnyj [Polyarny],Полярный,City,Aleksandrovsk,"18,552","17,293","12,293",murmansk
Poljarnyje Zori [Polyarnye Zori],Полярные Зори,City,Poljarnyje Zori,"15,910","15,096","14,146",murmansk
Revda,Ревда,Urban Settlement,Lovozerskij Rajon,"10,368","8,414","6,394",murmansk
Safonovo,Сафоново,Urban Settlement,Severomorsk,"4,853","5,255","4,305",murmansk
Severomorsk,Североморск,City,Severomorsk,"55,102","50,060","43,327",murmansk
Snežnogorsk [Snezhnogorsk],Снежногорск,City,Aleksandrovsk,"12,737","12,683","9,942",murmansk
Tumannyj [Tumanny],Туманный,Urban Settlement,Kol'skij Rajon,950,685,404,murmansk
Umba,Умба,Urban Settlement,Terskij Rajon,"6,497","5,532","4,121",murmansk
Verchnetulomskij [Verkhnetulomsky],Верхнетуломский,Urban Settlement,Kol'skij Rajon,"2,003","1,580","1,320",murmansk
Zaozërsk [Zaozyorsk],Заозёрск,City,Zaozërsk,"12,687","11,199","7,762",murmansk
Zapoljarnyj [Zapolyarny],Заполярный,City,Pečengskij Rajon,"18,640","15,825","14,791",murmansk
Zelenoborskij [Zelenoborsky],Зеленоборский,Urban Settlement,Kandalakšskij Rajon,"7,640","6,560","3,768",murmansk
Afonino,Афонино,Hamlet,Kstovskij Rajon,"3,237","3,360","6,020",nizhny novgorod
Ankudinovka,Анкудиновка,Hamlet,Kstovskij Rajon,136,145,"5,226",nizhny novgorod
Ardatov,Ардатов,Urban Settlement,Ardatovskij Rajon,"10,117","9,566","9,188",nizhny novgorod
Ar'ja [Arya],Арья,Urban Settlement,Urenskij Rajon,"5,016","5,015","4,884",nizhny novgorod
Arzamas,Арзамас,City,Arzamas,"109,432","106,362","104,908",nizhny novgorod
Balachna [Balakhna],Балахна,City,Balachninskij Rajon,"57,338","51,519","48,569",nizhny novgorod
Berëzovka [Beryozovka],Берёзовка,Hamlet,Arzamas,"1,997","2,444","4,394",nizhny novgorod
Bližne-Pesočnoje [Blizhne-Pesochnoye],Ближне-Песочное,Urban Settlement,Vyksa,"2,679","2,917","2,893",nizhny novgorod
Bogorodsk,Богородск,City,Bogorodskij Rajon,"37,095","35,499","35,068",nizhny novgorod
Bol'šoje Boldino [Bolshoye Boldino],Большое Болдино,Village,Bol'šeboldinskij Rajon,"4,919","5,074","5,111",nizhny novgorod
Bol'šoje Kozino [Bolshoye Kozino],Большое Козино,Urban Settlement,Balachninskij Rajon,"5,664","5,902","6,704",nizhny novgorod
Bol'šoje Muraškino [Bolshoye Murashkino],Большое Мурашкино,Urban Settlement,Bol'šemuraškinskij Rajon,"6,377","5,554","5,577",nizhny novgorod
Bor,Бор,City,Bor,"61,525","78,058","78,372",nizhny novgorod
Buturlino,Бутурлино,Urban Settlement,Buturlinskij Rajon,"6,975","6,412","6,906",nizhny novgorod
Central'nyj [Tsentralny],Центральный,Urban Settlement,Volodarskij Rajon,"3,870","2,957","1,567",nizhny novgorod
Čkalovsk [Chkalovsk],Чкаловск,City,Čkalovsk,"13,856","12,368","11,535",nizhny novgorod
Dal'neje Konstantinovo [Dalneye Konstantinovo],Дальнее Константиново,Urban Settlement,Dal'nekonstantinovskij Rajon,"4,986","4,777","4,846",nizhny novgorod
Divejevo [Diveyevo],Дивеево,Village,Divejevskij Rajon,"6,500","6,408","6,945",nizhny novgorod
Dosčatoje [Doschatoye],Досчатое,Urban Settlement,Vyksa,"5,090","5,217","4,630",nizhny novgorod
Družba [Druzhba],Дружба,Rural Settlement,Vyksa,"4,349","3,904","3,286",nizhny novgorod
Dzeržinsk [Dzerzhinsk],Дзержинск,City,Dzeržinsk,"261,334","240,742","218,630",nizhny novgorod
Frolišči [Frolishchi],Фролищи,Urban Settlement,Volodarskij Rajon,"1,687","1,644","1,215",nizhny novgorod
Gagino,Гагино,Village,Gaginskij Rajon,"4,001","3,891","3,607",nizhny novgorod
Gidrotorf,Гидроторф,Urban Settlement,Balachninskij Rajon,"7,670","7,557","6,626",nizhny novgorod
Gorbatov,Горбатов,City,Pavlovskij Rajon,"2,662","2,278","2,009",nizhny novgorod
Gorbatovka,Горбатовка,Urban Settlement,Dzeržinsk,"3,321","3,378","3,211",nizhny novgorod
Gorodec [Gorodets],Городец,City,Gorodeckij Rajon,"32,442","30,658","28,660",nizhny novgorod
Gremjačevo [Gremyachevo],Гремячево,Urban Settlement,Kulebaki,"5,303","5,262","4,459",nizhny novgorod
Il'inogorsk [Ilyinogorsk],Ильиногорск,Urban Settlement,Volodarskij Rajon,"8,433","7,963","6,160",nizhny novgorod
Imeni Kalinina,имени М. И. Калинина,Urban Settlement,Vetlužskij Rajon,"2,796","2,332","1,763",nizhny novgorod
Imeni Stepana Razina,имени Степана Разина,Urban Settlement,Lukojanovskij Rajon,"3,177","2,760","2,140",nizhny novgorod
Juganec [Yuganets],Юганец,Urban Settlement,Volodarskij Rajon,"3,042","2,923","2,655",nizhny novgorod
Knjaginino [Knyaginino],Княгинино,City,Knjagininskij Rajon,"6,838","6,708","6,447",nizhny novgorod
Kovernino,Ковернино,Urban Settlement,Koverninskij Rajon,"6,875","6,892","6,994",nizhny novgorod
Krasnyje Baki [Krasnye Baki],Красные Баки,Urban Settlement,Krasnobakovskij Rajon,"7,944","7,295","7,348",nizhny novgorod
Kstovo,Кстово,City,Kstovskij Rajon,"66,944","66,657","63,646",nizhny novgorod
Kulebaki,Кулебаки,City,Kulebaki,"39,072","35,759","32,184",nizhny novgorod
Lesogorsk,Лесогорск,Urban Settlement,Šatkovskij Rajon,"1,079","1,015",904,nizhny novgorod
Linda,Линда,Village,Bor,"5,583","5,383","4,783",nizhny novgorod
Lukino,Лукино,Urban Settlement,Balachninskij Rajon,"3,681","3,515","3,484",nizhny novgorod
Lukojanov [Lukoyanov],Лукоянов,City,Lukojanovskij Rajon,"12,856","14,951","12,652",nizhny novgorod
Lyskovo,Лысково,City,Lyskovskij Rajon,"23,901","21,880","21,657",nizhny novgorod
Maloje Kozino [Maloye Kozino],Малое Козино,Urban Settlement,Balachninskij Rajon,837,777,932,nizhny novgorod
Muchtolovo [Mukhtolovo],Мухтолово,Urban Settlement,Ardatovskij Rajon,"5,711","5,005","4,293",nizhny novgorod
Mulino,Мулино,Rural Settlement,Volodarskij Rajon,"11,711","13,008","8,446",nizhny novgorod
Navašino [Navashino],Навашино,City,Navašinskij,"17,810","16,416","14,664",nizhny novgorod
Nižnij Novgorod [Nizhny Novgorod],Нижний Новгород,City,Nižnij Novgorod,"1,311,252","1,250,619","1,226,076",nizhny novgorod
Novinki,Новинки,Rural Settlement,Nižnij Novgorod,"1,923","1,940","9,606",nizhny novgorod
Novosmolinskij [Novosmolinsky],Новосмолинский,Rural Settlement,Volodarskij Rajon,"5,216","5,587","4,933",nizhny novgorod
Pamjat' Parižskoj Kommuny [Pamyat Parizhskoy Kommuny],Память Парижской Коммуны,Rural Settlement,Bor,"4,072","3,761","3,519",nizhny novgorod
Pavlovo,Павлово,City,Pavlovskij Rajon,"64,814","60,698","57,116",nizhny novgorod
Perevoz,Перевоз,City,Perevozskij,"9,386","9,201","8,999",nizhny novgorod
Pervoje Maja [1 Maya],Первое Мая,Urban Settlement,Balachninskij Rajon,"2,210","2,135","1,909",nizhny novgorod
Pervomajsk [Pervomaysk],Первомайск,City,Pervomajsk,"15,094","14,568","13,223",nizhny novgorod
Pervomajskij [Pervomaysky],Первомайский,Urban Settlement,Gorodeckij Rajon,"1,105","1,470","1,348",nizhny novgorod
Pil'na [Pilna],Пильна,Urban Settlement,Pil'ninskij Rajon,"7,866","7,333","6,466",nizhny novgorod
Pižma [Pizhma],Пижма,Urban Settlement,Tonšajevskij Rajon,"4,339","4,309","3,597",nizhny novgorod
Počinki [Pochinki],Починки,Village,Počinkovskij Rajon,"11,925","11,891","11,761",nizhny novgorod
Rešeticha [Reshetikha],Решетиха,Urban Settlement,Volodarskij Rajon,"7,482","6,775","6,513",nizhny novgorod
Šachun'ja [Shakhunya],Шахунья,City,Šachun'ja,"21,724","20,921","17,626",nizhny novgorod
Šajgino [Shaygino],Шайгино,Urban Settlement,Tonšajevskij Rajon,"1,114","1,012",844,nizhny novgorod
Šaranga [Sharanga],Шаранга,Urban Settlement,Šarangskij Rajon,"6,381","6,557","6,697",nizhny novgorod
Sarov,Саров,City,Sarov,"87,652","92,047","93,357",nizhny novgorod
Satis,Сатис,Urban Settlement,Pervomajsk,"1,899","1,640","1,257",nizhny novgorod
Šatki [Shatki],Шатки,Urban Settlement,Šatkovskij Rajon,"9,879","9,652","8,893",nizhny novgorod
Sečenovo [Sechenovo],Сеченово,Village,Sečenovskij Rajon,"5,239","5,263","5,428",nizhny novgorod
Semënov [Semyonov],Семёнов,City,Semënovskij,"25,298","24,473","25,075",nizhny novgorod
Sergač [Sergach],Сергач,City,Sergačskij Rajon,"22,887","21,386","20,256",nizhny novgorod
Šimorskoje [Shimorskoye],Шиморское,Urban Settlement,Vyksa,"3,791","3,887","3,876",nizhny novgorod
Sjava [Syava],Сява,Urban Settlement,Šachun'ja,"5,431","4,729","2,531",nizhny novgorod
Smolino,Смолино,Urban Settlement,Volodarskij Rajon,"2,911","2,742","2,387",nizhny novgorod
Sokol'skoje [Sokolskoye],Сокольское,Urban Settlement,Sokol'skij,"6,683","6,344","5,923",nizhny novgorod
Sosnovskoje [Sosnovskoye],Сосновское,Urban Settlement,Sosnovskij Rajon,"9,207","8,746","8,456",nizhny novgorod
Spasskoje [Spasskoye],Спасское,Village,Spasskij Rajon,"4,092","3,947","4,001",nizhny novgorod
Suchobezvodnoje [Sukhobezvodnoye],Сухобезводное,Urban Settlement,Semënovskij,"6,748","6,376","4,688",nizhny novgorod
Surovaticha [Surovatikha],Суроватиха,Rural Railway Settlement,Dal'nekonstantinovskij Rajon,"4,724","4,231","3,569",nizhny novgorod
Tonkino,Тонкино,Urban Settlement,Tonkinskij Rajon,"5,499","5,103","4,496",nizhny novgorod
Tonšajevo [Tonshayevo],Тоншаево,Urban Settlement,Tonšajevskij Rajon,"4,432","4,570","4,397",nizhny novgorod
Tumbotino,Тумботино,Urban Settlement,Pavlovskij Rajon,"7,676","7,300","7,095",nizhny novgorod
Uren',Урень,City,Urenskij Rajon,"12,558","12,304","12,450",nizhny novgorod
Vača [Vacha],Вача,Urban Settlement,Vačskij Rajon,"6,732","5,987","5,182",nizhny novgorod
Vachtan [Vakhtan],Вахтан,Urban Settlement,Šachun'ja,"6,641","5,769","3,778",nizhny novgorod
Vad,Вад,Village,Vadskij Rajon,"6,759","6,698","6,676",nizhny novgorod
Varnavino,Варнавино,Urban Settlement,Varnavinskij Rajon,"3,718","3,475","3,205",nizhny novgorod
Vasil'sursk [Vasilsursk],Васильсурск,Urban Settlement,Vorotynskij,"1,329","1,068",676,nizhny novgorod
Vetluga,Ветлуга,City,Vetlužskij Rajon,"9,641","8,954","7,681",nizhny novgorod
Vetlužskij [Vetluzhsky],Ветлужский,Urban Settlement,Krasnobakovskij Rajon,"5,674","5,250","4,639",nizhny novgorod
Vilja [Vilya],Виля,Urban Settlement,Vyksa,"3,395","3,344","3,669",nizhny novgorod
Volodarsk,Володарск,City,Volodarskij Rajon,"10,989","9,928","9,705",nizhny novgorod
Vorotynec [Vorotynets],Воротынец,Urban Settlement,Vorotynskij,"6,719","6,451","5,849",nizhny novgorod
Vorsma,Ворсма,City,Pavlovskij Rajon,"12,629","11,620","10,162",nizhny novgorod
Voskresenskoje [Voskresenskoye],Воскресенское,Urban Settlement,Voskresenskij Rajon,"6,362","6,185","5,555",nizhny novgorod
Voznesenskoje [Voznesenskoye],Вознесенское,Urban Settlement,Voznesenskij Rajon,"7,328","6,777","6,061",nizhny novgorod
Vyjezdnoje [Vyezdnoye],Выездное,Urban Settlement,Arzamas,"7,992","8,089","7,846",nizhny novgorod
Vyksa,Выкса,City,Vyksa,"61,657","56,201","45,240",nizhny novgorod
Zavolžje [Zavolzhye],Заволжье,City,Gorodeckij Rajon,"43,971","40,460","36,763",nizhny novgorod
Ždanovskij [Zhdanovsky],Ждановский,Rural Settlement,Kstovskij Rajon,"5,499","5,336","7,701",nizhny novgorod
Zelënyj Gorod [Zeleny Gorod],Зелёный Город,Urban Settlement,Nižnij Novgorod,"2,437","2,716","2,123",nizhny novgorod
Želnino [Zhelnino],Желнино,Rural Settlement,Dzeržinsk,696,896,"1,024",nizhny novgorod
Boroviči [Borovichi],Боровичи,City,Borovičskij Rajon,"57,755","53,690","47,883",novgorod
Cholm [Kholm],Холм,City,Cholmskij Rajon,"4,325","3,830","3,214",novgorod
Chvojnaja [Khvoynaya],Хвойная,Urban Settlement,Chvojninskij Rajon,"6,791","6,394","6,090",novgorod
Čudovo [Chudovo],Чудово,City,Čudovskij Rajon,"17,434","15,397","14,302",novgorod
Demjansk [Demyansk],Демянск,Urban Settlement,Demjanskij Rajon,"5,825","5,365","4,501",novgorod
Grigorovo,Григорово,Hamlet,Novgorodskij Rajon,"2,394","3,330","4,881",novgorod
Krestcy [Kresttsy],Крестцы,Urban Settlement,Kresteckij Rajon,"9,963","8,717","8,221",novgorod
Kulotino,Кулотино,Urban Settlement,Okulovskij Rajon,"3,430","2,942","2,094",novgorod
Ljubytino [Lyubytino],Любытино,Urban Settlement,Ljubytinskij Rajon,"3,300","2,807","2,471",novgorod
Malaja Višera [Malaya Vishera],Малая Вишера,City,Malovišerskij Rajon,"14,182","12,461","9,996",novgorod
Nebolči [Nebolchi],Неболчи,Urban Settlement,Ljubytinskij Rajon,"2,249","2,030","1,792",novgorod
Okulovka,Окуловка,City,Okulovskij Rajon,"14,470","12,464","9,949",novgorod
Pankovka,Панковка,Urban Settlement,Novgorodskij Rajon,"10,057","9,603","10,109",novgorod
Parfino,Парфино,Urban Settlement,Parfinskij Rajon,"8,446","7,492","6,481",novgorod
Pestovo,Пестово,City,Pestovskij Rajon,"15,990","15,903","14,032",novgorod
Proletarij [Proletary],Пролетарий,Urban Settlement,Novgorodskij Rajon,"5,362","5,145","4,630",novgorod
Šimsk [Shimsk],Шимск,Urban Settlement,Šimskij Rajon,"3,842","3,895","3,349",novgorod
Sol'cy [Soltsy],Сольцы,City,Soleckij Rajon,"11,264","10,086","8,449",novgorod
Staraja Russa [Staraya Russa],Старая Русса,City,Starorusskij Rajon,"35,511","31,809","27,487",novgorod
Trubičino [Trubichino],Трубичино,Hamlet,Novgorodskij Rajon,"2,575","3,009","3,589",novgorod
Uglovka,Угловка,Urban Settlement,Okulovskij Rajon,"3,553","3,064","2,319",novgorod
Valdaj [Valday],Валдай,City,Valdajskij Rajon,"18,703","16,098","14,074",novgorod
Velikij Novgorod [Veliky Novgorod],Великий Новгород,City,Velikij Novgorod,"223,263","218,717","224,286",novgorod
Bagan,Баган,Village,Baganskij Rajon,"5,878","5,510","5,482",novosibirsk
Barabinsk,Барабинск,City,Barabinskij Rajon,"32,501","30,394","27,648",novosibirsk
Baryševo [Baryshevo],Барышево,Village,Novosibirskij Rajon,"5,089","5,195","5,547",novosibirsk
Berdsk,Бердск,City,Berdsk,"88,445","97,296","102,850",novosibirsk
Bolotnoje [Bolotnoye],Болотное,City,Bolotninskij Rajon,"18,170","16,570","15,644",novosibirsk
Čany [Chany],Чаны,Urban Settlement,Čanovskij Rajon,"9,039","8,473","8,000",novosibirsk
Čerepanovo [Cherepanovo],Черепаново,City,Čerepanovskij Rajon,"20,496","19,803","19,900",novosibirsk
Čik [Chik],Чик,Urban Settlement,Kočenëvskij Rajon,"5,056","5,009","5,078",novosibirsk
Čistoozërnoje [Chistoozernoye],Чистоозёрное,Urban Settlement,Čistoozërnyj Rajon,"6,791","6,429","5,371",novosibirsk
Čulym [Chulym],Чулым,City,Čulymskij Rajon,"12,275","11,568","11,034",novosibirsk
Dorogino,Дорогино,Urban Settlement,Čerepanovskij Rajon,"3,811","3,829","4,163",novosibirsk
Dovol'noje [Dovolnoye],Довольное,Village,Dovolenskij Rajon,"7,314","6,774","6,155",novosibirsk
Èlitnyj [Elitny],Элитный,Rural Settlement,Novosibirskij Rajon,827,"1,572","6,232",novosibirsk
Gornyj [Gorny],Горный,Urban Settlement,Togučinskij Rajon,"9,935","9,403","8,967",novosibirsk
Iskitim,Искитим,City,Iskitim,"62,756","60,078","57,147",novosibirsk
Jarkovo [Yarkovo],Ярково,Village,Novosibirskij Rajon,"5,216","5,379","3,482",novosibirsk
Kamenka,Каменка,Village,Novosibirskij Rajon,"1,860","2,153","6,545",novosibirsk
Karasuk,Карасук,City,Karasukskij Rajon,"28,734","28,586","24,890",novosibirsk
Kargat,Каргат,City,Kargatskij Rajon,"11,184","10,042","8,316",novosibirsk
Kočenëvo [Kochenyovo],Коченёво,Urban Settlement,Kočenëvskij Rajon,"16,510","16,374","17,053",novosibirsk
Kočki [Kochki],Кочки,Village,Kočkovskij Rajon,"4,154","4,055","3,670",novosibirsk
